id;data_inversa;dia_semana;horario;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude
232337.0;2019-08-31;sábado;21:10:00;262.0;45.0;MARECHAL FLORIANO;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Não Informado;Sim;2;0;1;0;1;0;1;2;-20.4113;-40.67927
232304.0;2019-08-31;sábado;19:15:00;262.0;159.4;IBATIBA;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Rotatória;Sim;2;0;1;0;0;1;1;1;-20.233620000000002;-41.50533
232247.0;2019-08-31;sábado;14:25:00;262.0;34.0;DOMINGOS MARTINS;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;1;2;-20.3731;-40.59176
232130.0;2019-08-31;sábado;01:18:00;101.0;221.0;IBIRACU;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;1;-19.86696;-40.40056
232205.0;2019-08-31;sábado;10:20:00;101.0;405.8;ITAPEMIRIM;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1;0;1;0;0;0;1;1;-20.90046;-41.015
232176.0;2019-08-31;sábado;08:55:00;101.0;148.0;LINHARES;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Interseção de vias;Sim;3;0;1;0;1;1;1;2;-19.39975;-40.062459999999994
235117.0;2019-08-31;sábado;12:20:00;262.0;2.4;CARIACICA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;2;0;0;2;0;0;2;1;-20.33127;-40.36428
232230.0;2019-08-31;sábado;13:00:00;262.0;100.9;VENDA NOVA DO IMIGRANTE;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;2;0;0;1;1;0;1;2;-20.344;-41.10818
232364.0;2019-08-31;sábado;23:25:00;101.0;255.0;SERRA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;Não Informado;Sim;2;0;1;0;1;0;1;2;-20.11861;-40.31222
232624.0;2019-09-01;domingo;23:30:00;101.0;255.4;SERRA;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Interseção de vias;Sim;1;0;0;1;0;0;1;1;-20.11488;-40.31944
232615.0;2019-09-01;domingo;21:01:00;101.0;140.0;LINHARES;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;2;1;0;0;3;1;-19.318170000000002;-40.075520000000004
232368.0;2019-09-01;domingo;00:15:00;101.0;131.0;LINHARES;Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Desvio Temporário;Não;3;0;2;0;1;0;2;2;-19.238970000000002;-40.09171
232560.0;2019-09-01;domingo;18:25:00;101.0;160.0;LINHARES;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Interseção de vias;Sim;2;0;0;1;1;0;1;2;-19.47663;-40.11403
232564.0;2019-09-01;domingo;18:00:00;259.0;19.0;JOAO NEIVA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;0;2;0;0;2;-19.66056;-40.45632
232592.0;2019-09-01;domingo;19:30:00;259.0;57.5;COLATINA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Rotatória;Sim;3;0;0;1;2;0;1;2;-19.51397;-40.6595
232606.0;2019-09-01;domingo;21:20:00;101.0;117.0;SOORETAMA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-19.119329999999998;-40.06303
232608.0;2019-09-01;domingo;21:30:00;262.0;4.7;CARIACICA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Interseção de vias;Sim;2;0;0;1;1;0;1;2;-20.33819;-40.38498
