id;data_inversa;dia_semana;horario;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude
260783.0;2020-01-04;sábado;11:34:00;101.0;146;LINHARES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-19.36990998;-40.06560718
260781.0;2020-01-04;sábado;10:20:00;262.0;103.5;VENDA NOVA DO IMIGRANTE;Desobediência às normas de trânsito pelo condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;2;0;0;2;1;-20.33657022;-41.12201819
260761.0;2020-01-04;sábado;09:50:00;262.0;76.1;DOMINGOS MARTINS;Pista Escorregadia;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Simples;Curva;Não;3;0;1;0;2;0;1;2;-20.41279327;-40.90834307
260816.0;2020-01-04;sábado;15:00:00;101.0;266;SERRA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;1;1;0;2;2;-20.190199;-40.26828891
260944.0;2020-01-05;domingo;07:20:00;262.0;101;VENDA NOVA DO IMIGRANTE;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Viaduto;Não;1;0;0;1;0;0;1;1;-20.34357039;-41.10950531
261098.0;2020-01-05;domingo;22:40:00;101.0;381.4;RIO NOVO DO SUL;Não guardar distância de segurança;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Reta;Sim;4;0;4;0;0;0;4;1;-20.81426791;-40.84094115
266013.0;2020-01-06;segunda-feira;10:30:00;262.0;0.5;CARIACICA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Ponte;Não;2;0;1;0;1;0;1;2;-20.320793;-40.353315
261257.0;2020-01-06;segunda-feira;21:07:00;101.0;424.5;ATILIO VIVACQUA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;1;0;0;1;0;0;1;1;-20.9947948;-41.12521918
261128.0;2020-01-06;segunda-feira;06:30:00;101.0;19.9;PEDRO CANARIO;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Não;2;0;1;0;1;0;1;2;-18.31846928;-39.95435579
261210.0;2020-01-06;segunda-feira;15:20:00;101.0;297.6;VIANA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-20.34529844;-40.41026774
261226.0;2020-01-06;segunda-feira;16:50:00;101.0;262.1;SERRA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;3;0;2;0;1;0;2;2;-20.1572331;-40.27678329
261281.0;2020-01-07;terça-feira;02:30:00;101.0;142;LINHARES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;4;0;1;0;3;0;1;2;-19.33458987;-40.06755477
261283.0;2020-01-07;terça-feira;03:30:00;262.0;173.2;IBATIBA;Animais na Pista;Atropelamento de Animal;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Ponte;Não;1;0;0;0;1;0;0;1;-20.26976575;-41.61269188
